0.010000, 0.999950 ,0.009901, 0.000990, 0.000050, -0.009901, -0.000990
0.020000, 0.999802 ,0.019801, 0.001980, 0.000149, -0.009900, -0.000990
0.030000, 0.999554 ,0.029699, 0.002970, 0.000248, -0.009898, -0.000990
0.040000, 0.999208 ,0.039594, 0.003961, 0.000346, -0.009895, -0.000990
0.050000, 0.998763 ,0.049485, 0.004951, 0.000445, -0.009892, -0.000990
0.060000, 0.998218 ,0.059371, 0.005941, 0.000544, -0.009887, -0.000990
0.070000, 0.997575 ,0.069251, 0.006931, 0.000643, -0.009881, -0.000990
0.080000, 0.996833 ,0.079124, 0.007921, 0.000742, -0.009874, -0.000990
0.090000, 0.995993 ,0.088989, 0.008911, 0.000841, -0.009866, -0.000990
0.100000, 0.995054 ,0.098845, 0.009901, 0.000939, -0.009857, -0.000990
0.110000, 0.994016 ,0.108691, 0.010891, 0.001038, -0.009848, -0.000991
0.120000, 0.992880 ,0.118526, 0.011881, 0.001136, -0.009837, -0.000991
0.130000, 0.991646 ,0.128349, 0.012871, 0.001235, -0.009825, -0.000991
0.140000, 0.990313 ,0.138159, 0.013861, 0.001333, -0.009812, -0.000991
0.150000, 0.988883 ,0.147956, 0.014851, 0.001431, -0.009798, -0.000991
0.160000, 0.987354 ,0.157737, 0.015841, 0.001529, -0.009784, -0.000991
0.170000, 0.985728 ,0.167502, 0.016831, 0.001626, -0.009768, -0.000991
0.180000, 0.984004 ,0.177251, 0.017821, 0.001724, -0.009751, -0.000991
0.190000, 0.982183 ,0.186981, 0.018811, 0.001822, -0.009733, -0.000991
0.200000, 0.980265 ,0.196693, 0.019800, 0.001919, -0.009715, -0.000991
0.210000, 0.978250 ,0.206385, 0.020790, 0.002016, -0.009695, -0.000991
0.220000, 0.976138 ,0.216056, 0.021780, 0.002113, -0.009674, -0.000991
0.230000, 0.973930 ,0.225705, 0.022769, 0.002209, -0.009653, -0.000991
0.240000, 0.971625 ,0.235331, 0.023759, 0.002306, -0.009630, -0.000991
0.250000, 0.969224 ,0.244934, 0.024749, 0.002402, -0.009606, -0.000991
0.260000, 0.966727 ,0.254512, 0.025738, 0.002498, -0.009582, -0.000991
0.270000, 0.964135 ,0.264064, 0.026728, 0.002593, -0.009556, -0.000991
0.280000, 0.961447 ,0.273589, 0.027717, 0.002689, -0.009530, -0.000991
0.290000, 0.958664 ,0.283087, 0.028706, 0.002784, -0.009502, -0.000991
0.300000, 0.955787 ,0.292557, 0.029696, 0.002879, -0.009474, -0.000991
0.310000, 0.952815 ,0.301997, 0.030685, 0.002973, -0.009445, -0.000991
0.320000, 0.949749 ,0.311406, 0.031674, 0.003068, -0.009414, -0.000991
0.330000, 0.946589 ,0.320784, 0.032663, 0.003162, -0.009383, -0.000991
0.340000, 0.943336 ,0.330130, 0.033652, 0.003255, -0.009351, -0.000991
0.350000, 0.939989 ,0.339442, 0.034641, 0.003348, -0.009317, -0.000991
0.360000, 0.936549 ,0.348720, 0.035630, 0.003441, -0.009283, -0.000991
0.370000, 0.933018 ,0.357963, 0.036619, 0.003534, -0.009248, -0.000991
0.380000, 0.929393 ,0.367170, 0.037608, 0.003626, -0.009212, -0.000991
0.390000, 0.925678 ,0.376339, 0.038597, 0.003718, -0.009175, -0.000991
0.400000, 0.921870 ,0.385471, 0.039585, 0.003810, -0.009138, -0.000991
0.410000, 0.917972 ,0.394564, 0.040574, 0.003901, -0.009099, -0.000991
0.420000, 0.913984 ,0.403617, 0.041562, 0.003991, -0.009059, -0.000990
0.430000, 0.909905 ,0.412629, 0.042551, 0.004082, -0.009019, -0.000990
0.440000, 0.905736 ,0.421600, 0.043539, 0.004172, -0.008977, -0.000990
0.450000, 0.901478 ,0.430528, 0.044527, 0.004261, -0.008935, -0.000990
0.460000, 0.897131 ,0.439413, 0.045515, 0.004350, -0.008891, -0.000990
0.470000, 0.892696 ,0.448254, 0.046503, 0.004439, -0.008847, -0.000990
0.480000, 0.888173 ,0.457049, 0.047491, 0.004527, -0.008802, -0.000990
0.490000, 0.883562 ,0.465798, 0.048479, 0.004614, -0.008756, -0.000990
0.500000, 0.878864 ,0.474501, 0.049467, 0.004702, -0.008709, -0.000990
0.510000, 0.874080 ,0.483155, 0.050455, 0.004788, -0.008662, -0.000990
0.520000, 0.869209 ,0.491761, 0.051442, 0.004874, -0.008613, -0.000990
0.530000, 0.864253 ,0.500317, 0.052430, 0.004960, -0.008563, -0.000990
0.540000, 0.859212 ,0.508823, 0.053417, 0.005045, -0.008513, -0.000990
0.550000, 0.854087 ,0.517277, 0.054404, 0.005130, -0.008462, -0.000990
0.560000, 0.848877 ,0.525680, 0.055392, 0.005214, -0.008410, -0.000990
0.570000, 0.843584 ,0.534029, 0.056379, 0.005298, -0.008357, -0.000990
0.580000, 0.838208 ,0.542325, 0.057366, 0.005381, -0.008303, -0.000990
0.590000, 0.832750 ,0.550566, 0.058352, 0.005464, -0.008249, -0.000990
0.600000, 0.827210 ,0.558751, 0.059339, 0.005545, -0.008193, -0.000990
0.610000, 0.821588 ,0.566881, 0.060326, 0.005627, -0.008137, -0.000990
0.620000, 0.815886 ,0.574953, 0.061312, 0.005708, -0.008080, -0.000989
0.630000, 0.810104 ,0.582967, 0.062299, 0.005788, -0.008022, -0.000989
0.640000, 0.804242 ,0.590922, 0.063285, 0.005868, -0.007964, -0.000989
0.650000, 0.798302 ,0.598818, 0.064271, 0.005947, -0.007904, -0.000989
0.660000, 0.792283 ,0.606654, 0.065257, 0.006025, -0.007844, -0.000989
0.670000, 0.786187 ,0.614429, 0.066243, 0.006103, -0.007783, -0.000989
0.680000, 0.780013 ,0.622142, 0.067229, 0.006180, -0.007721, -0.000989
0.690000, 0.773763 ,0.629792, 0.068214, 0.006257, -0.007659, -0.000989
0.700000, 0.767437 ,0.637379, 0.069200, 0.006333, -0.007595, -0.000989
0.710000, 0.761037 ,0.644901, 0.070185, 0.006408, -0.007531, -0.000989
0.720000, 0.754561 ,0.652359, 0.071170, 0.006483, -0.007466, -0.000989
0.730000, 0.748012 ,0.659751, 0.072155, 0.006557, -0.007401, -0.000989
0.740000, 0.741390 ,0.667077, 0.073140, 0.006630, -0.007334, -0.000988
0.750000, 0.734695 ,0.674335, 0.074125, 0.006703, -0.007267, -0.000988
0.760000, 0.727929 ,0.681526, 0.075110, 0.006775, -0.007200, -0.000988
0.770000, 0.721092 ,0.688649, 0.076094, 0.006846, -0.007131, -0.000988
0.780000, 0.714184 ,0.695702, 0.077078, 0.006917, -0.007062, -0.000988
0.790000, 0.707206 ,0.702685, 0.078063, 0.006986, -0.006992, -0.000988
0.800000, 0.700160 ,0.709597, 0.079047, 0.007056, -0.006921, -0.000988
0.810000, 0.693045 ,0.716438, 0.080030, 0.007124, -0.006850, -0.000988
0.820000, 0.685863 ,0.723207, 0.081014, 0.007192, -0.006778, -0.000988
0.830000, 0.678614 ,0.729903, 0.081998, 0.007259, -0.006705, -0.000988
0.840000, 0.671300 ,0.736526, 0.082981, 0.007325, -0.006632, -0.000987
0.850000, 0.663919 ,0.743076, 0.083964, 0.007390, -0.006558, -0.000987
0.860000, 0.656475 ,0.749550, 0.084948, 0.007455, -0.006483, -0.000987
0.870000, 0.648966 ,0.755949, 0.085930, 0.007519, -0.006408, -0.000987
0.880000, 0.641395 ,0.762272, 0.086913, 0.007582, -0.006332, -0.000987
0.890000, 0.633762 ,0.768519, 0.087896, 0.007645, -0.006255, -0.000987
0.900000, 0.626067 ,0.774688, 0.088878, 0.007706, -0.006178, -0.000987
0.910000, 0.618311 ,0.780780, 0.089860, 0.007767, -0.006101, -0.000987
0.920000, 0.610496 ,0.786793, 0.090842, 0.007827, -0.006022, -0.000986
0.930000, 0.602621 ,0.792727, 0.091824, 0.007886, -0.005943, -0.000986
0.940000, 0.594688 ,0.798582, 0.092806, 0.007945, -0.005864, -0.000986
0.950000, 0.586698 ,0.804356, 0.093788, 0.008002, -0.005783, -0.000986
0.960000, 0.578652 ,0.810050, 0.094769, 0.008059, -0.005703, -0.000986
0.970000, 0.570549 ,0.815663, 0.095750, 0.008115, -0.005621, -0.000986
0.980000, 0.562392 ,0.821194, 0.096731, 0.008170, -0.005539, -0.000986
0.990000, 0.554180 ,0.826642, 0.097712, 0.008225, -0.005457, -0.000986
1.000000, 0.545915 ,0.832007, 0.098692, 0.008278, -0.005374, -0.000985
1.010000, 0.537598 ,0.837290, 0.099673, 0.008331, -0.005291, -0.000985
1.020000, 0.529229 ,0.842488, 0.100653, 0.008383, -0.005207, -0.000985
1.030000, 0.520810 ,0.847601, 0.101633, 0.008434, -0.005122, -0.000985
1.040000, 0.512340 ,0.852630, 0.102613, 0.008484, -0.005037, -0.000985
1.050000, 0.503822 ,0.857574, 0.103593, 0.008533, -0.004952, -0.000985
1.060000, 0.495255 ,0.862431, 0.104572, 0.008581, -0.004866, -0.000985
1.070000, 0.486641 ,0.867202, 0.105551, 0.008629, -0.004779, -0.000984
1.080000, 0.477981 ,0.871886, 0.106530, 0.008675, -0.004692, -0.000984
1.090000, 0.469276 ,0.876483, 0.107509, 0.008721, -0.004605, -0.000984
1.100000, 0.460525 ,0.880992, 0.108488, 0.008766, -0.004517, -0.000984
1.110000, 0.451731 ,0.885413, 0.109466, 0.008810, -0.004429, -0.000984
1.120000, 0.442894 ,0.889745, 0.110444, 0.008853, -0.004340, -0.000984
1.130000, 0.434016 ,0.893989, 0.111422, 0.008895, -0.004251, -0.000983
1.140000, 0.425096 ,0.898143, 0.112400, 0.008936, -0.004161, -0.000983
1.150000, 0.416136 ,0.902207, 0.113377, 0.008977, -0.004071, -0.000983
1.160000, 0.407137 ,0.906180, 0.114355, 0.009016, -0.003981, -0.000983
1.170000, 0.398100 ,0.910063, 0.115332, 0.009055, -0.003890, -0.000983
1.180000, 0.389025 ,0.913856, 0.116309, 0.009092, -0.003799, -0.000983
1.190000, 0.379914 ,0.917556, 0.117285, 0.009129, -0.003708, -0.000982
1.200000, 0.370767 ,0.921166, 0.118262, 0.009164, -0.003616, -0.000982
1.210000, 0.361586 ,0.924683, 0.119238, 0.009199, -0.003524, -0.000982
1.220000, 0.352372 ,0.928107, 0.120214, 0.009233, -0.003431, -0.000982
1.230000, 0.343124 ,0.931439, 0.121190, 0.009266, -0.003338, -0.000982
1.240000, 0.333845 ,0.934678, 0.122165, 0.009298, -0.003245, -0.000981
1.250000, 0.324535 ,0.937824, 0.123140, 0.009329, -0.003152, -0.000981
1.260000, 0.315195 ,0.940876, 0.124115, 0.009359, -0.003058, -0.000981
1.270000, 0.305826 ,0.943834, 0.125090, 0.009388, -0.002964, -0.000981
1.280000, 0.296429 ,0.946698, 0.126065, 0.009416, -0.002870, -0.000981
1.290000, 0.287006 ,0.949468, 0.127039, 0.009444, -0.002775, -0.000980
1.300000, 0.277556 ,0.952143, 0.128013, 0.009470, -0.002680, -0.000980
1.310000, 0.268081 ,0.954723, 0.128987, 0.009495, -0.002585, -0.000980
1.320000, 0.258582 ,0.957207, 0.129960, 0.009519, -0.002490, -0.000980
1.330000, 0.249060 ,0.959597, 0.130934, 0.009543, -0.002394, -0.000980
1.340000, 0.239516 ,0.961890, 0.131907, 0.009565, -0.002298, -0.000979
1.350000, 0.229950 ,0.964088, 0.132880, 0.009587, -0.002202, -0.000979
1.360000, 0.220364 ,0.966190, 0.133852, 0.009607, -0.002106, -0.000979
1.370000, 0.210759 ,0.968196, 0.134824, 0.009626, -0.002010, -0.000979
1.380000, 0.201136 ,0.970105, 0.135796, 0.009645, -0.001913, -0.000979
1.390000, 0.191495 ,0.971918, 0.136768, 0.009663, -0.001816, -0.000978
1.400000, 0.181838 ,0.973634, 0.137740, 0.009679, -0.001720, -0.000978
1.410000, 0.172166 ,0.975253, 0.138711, 0.009695, -0.001623, -0.000978
1.420000, 0.162479 ,0.976775, 0.139682, 0.009709, -0.001525, -0.000978
1.430000, 0.152779 ,0.978200, 0.140652, 0.009723, -0.001428, -0.000978
1.440000, 0.143066 ,0.979528, 0.141623, 0.009735, -0.001331, -0.000977
1.450000, 0.133342 ,0.980759, 0.142593, 0.009747, -0.001233, -0.000977
1.460000, 0.123607 ,0.981892, 0.143563, 0.009758, -0.001135, -0.000977
1.470000, 0.113863 ,0.982927, 0.144533, 0.009767, -0.001038, -0.000977
1.480000, 0.104111 ,0.983865, 0.145502, 0.009776, -0.000940, -0.000976
1.490000, 0.094351 ,0.984705, 0.146471, 0.009784, -0.000842, -0.000976
1.500000, 0.084584 ,0.985448, 0.147440, 0.009790, -0.000744, -0.000976
1.510000, 0.074812 ,0.986093, 0.148408, 0.009796, -0.000646, -0.000976
1.520000, 0.065036 ,0.986639, 0.149376, 0.009801, -0.000548, -0.000975
1.530000, 0.055256 ,0.987089, 0.150344, 0.009804, -0.000450, -0.000975
1.540000, 0.045473 ,0.987440, 0.151312, 0.009807, -0.000352, -0.000975
1.550000, 0.035689 ,0.987693, 0.152279, 0.009809, -0.000254, -0.000975
1.560000, 0.025904 ,0.987849, 0.153246, 0.009810, -0.000155, -0.000974
1.570000, 0.016120 ,0.987906, 0.154213, 0.009809, -0.000057, -0.000974
1.580000, 0.006337 ,0.987866, 0.155179, 0.009808, 0.000041, -0.000974
1.590000, -0.003444 ,0.987728, 0.156146, 0.009806, 0.000139, -0.000974
1.600000, -0.013221 ,0.987493, 0.157111, 0.009803, 0.000237, -0.000973
1.610000, -0.022994 ,0.987159, 0.158077, 0.009798, 0.000335, -0.000973
1.620000, -0.032762 ,0.986728, 0.159042, 0.009793, 0.000433, -0.000973
1.630000, -0.042523 ,0.986200, 0.160007, 0.009787, 0.000530, -0.000973
1.640000, -0.052277 ,0.985574, 0.160972, 0.009780, 0.000628, -0.000972
1.650000, -0.062023 ,0.984850, 0.161936, 0.009772, 0.000726, -0.000972
1.660000, -0.071759 ,0.984030, 0.162900, 0.009763, 0.000823, -0.000972
1.670000, -0.081485 ,0.983112, 0.163864, 0.009753, 0.000921, -0.000972
1.680000, -0.091200 ,0.982097, 0.164827, 0.009741, 0.001018, -0.000971
1.690000, -0.100903 ,0.980985, 0.165790, 0.009729, 0.001115, -0.000971
1.700000, -0.110593 ,0.979777, 0.166753, 0.009716, 0.001212, -0.000971
1.710000, -0.120268 ,0.978472, 0.167716, 0.009702, 0.001309, -0.000971
1.720000, -0.129928 ,0.977071, 0.168678, 0.009687, 0.001406, -0.000970
1.730000, -0.139573 ,0.975573, 0.169640, 0.009671, 0.001503, -0.000970
1.740000, -0.149200 ,0.973979, 0.170601, 0.009654, 0.001599, -0.000970
1.750000, -0.158809 ,0.972289, 0.171562, 0.009636, 0.001695, -0.000969
1.760000, -0.168399 ,0.970504, 0.172523, 0.009617, 0.001791, -0.000969
1.770000, -0.177969 ,0.968623, 0.173484, 0.009598, 0.001887, -0.000969
1.780000, -0.187518 ,0.966647, 0.174444, 0.009577, 0.001982, -0.000969
1.790000, -0.197046 ,0.964576, 0.175404, 0.009555, 0.002078, -0.000968
1.800000, -0.206551 ,0.962410, 0.176363, 0.009532, 0.002173, -0.000968
1.810000, -0.216031 ,0.960150, 0.177322, 0.009509, 0.002268, -0.000968
